Badskaer
 57,2992       10,3818       29            1            Azimut = 0    Höhe = 20

 y, m, dm, h,G_Gh,G_Dh,G_Gk,G_Dk, Ta,Snd,RR, FF, RH
 2005, 3, 11, 13,495,52,764,71,5.0,0,0.0,0.4,72
 2005, 3, 11, 14,476,52,735,71,5.6,0,0.0,0.4,66
 2005, 3, 11, 15,412,52,639,70,5.8,0,0.0,0.3,67
 2005, 3, 11, 16,307,47,481,63,5.8,0,0.0,0.6,69
 2005, 3, 11, 17,180,40,290,54,5.3,0,0.0,0.3,75
 2005, 3, 11, 18,60,26,102,32,4.6,0,0.0,0.6,80
 2005, 3, 11, 19,0,0,0,0,3.7,0,0.0,0.1,88
 2005, 3, 11, 20,0,0,0,0,3.3,0,0.0,0.2,85
 2005, 3, 11, 21,0,0,0,0,3.0,0,0.0,0.2,89
 2005, 3, 11, 22,0,0,0,0,2.6,0,0.0,0.2,92
 2005, 3, 11, 23,0,0,0,0,2.2,0,0.0,0.6,92
 2005, 3, 11, 24,0,0,0,0,1.8,0,0.0,0.6,93
 2005, 3, 12, 1,0,0,0,0,1.6,0,0.0,0.6,87
 2005, 3, 12, 2,0,0,0,0,1.3,0,0.0,0.4,92
 2005, 3, 12, 3,0,0,0,0,1.0,0,0.0,0.4,92
 2005, 3, 12, 4,0,0,0,0,0.9,0,0.0,0.7,91
 2005, 3, 12, 5,0,0,0,0,0.7,0,0.0,0.4,95
 2005, 3, 12, 6,0,0,0,0,0.6,0,0.0,0.7,98
 2005, 3, 12, 7,0,0,0,0,0.6,0,0.0,0.7,97
 2005, 3, 12, 8,40,31,54,36,1.0,0,0.0,0.6,99
 2005, 3, 12, 9,122,87,158,99,1.7,0,0.0,0.6,98
 2005, 3, 12, 10,141,132,153,139,2.2,0,0.1,0.3,96
 2005, 3, 12, 11,204,178,231,189,2.7,0,0.0,0.6,94
 2005, 3, 12, 12,156,155,155,154,2.9,0,0.0,0.8,94
 2005, 3, 12, 13,73,73,69,69,2.7,0,0.2,0.4,97
 2005, 3, 12, 14,135,135,132,132,2.4,0,2.1,1.1,96
 2005, 3, 12, 15,194,177,215,189,2.9,0,0.7,1.4,90
 2005, 3, 12, 16,139,133,143,134,3.0,0,0.3,1.1,91
 2005, 3, 12, 17,78,77,78,76,2.9,0,0.0,1.6,94
 2005, 3, 12, 18,35,30,42,33,2.6,0,0.0,1.7,93
 2005, 3, 12, 19,0,0,0,0,2.3,0,0.0,1.6,93
 2005, 3, 12, 20,0,0,0,0,1.9,0,0.0,1.1,94
 2005, 3, 12, 21,0,0,0,0,1.4,0,0.0,1.4,97
 2005, 3, 12, 22,0,0,0,0,1.0,0,0.0,1.4,97
 2005, 3, 12, 23,0,0,0,0,0.5,0,0.0,2.2,97
 2005, 3, 12, 24,0,0,0,0,0.1,0,0.0,2.1,97
 2005, 3, 13, 1,0,0,0,0,-0.3,0,0.0,1.3,97
 2005, 3, 13, 2,0,0,0,0,-0.7,0,0.0,0.8,97
 2005, 3, 13, 3,0,0,0,0,-1.2,0,0.0,1.6,100
 2005, 3, 13, 4,0,0,0,0,-1.4,0,0.0,1.3,100
 2005, 3, 13, 5,0,0,0,0,-1.6,0,0.0,0.9,99
 2005, 3, 13, 6,0,0,0,0,-1.7,0,0.0,0.9,99
 2005, 3, 13, 7,0,0,0,0,-1.7,0,0.0,1.2,98
 2005, 3, 13, 8,66,33,103,42,-1.0,0,0.0,1.3,96
 2005, 3, 13, 9,184,44,286,59,0.1,0,0.0,1.8,93
 2005, 3, 13, 10,295,59,452,80,1.3,0,0.0,1.8,83
 2005, 3, 13, 11,390,62,597,87,2.4,0,0.0,1.7,75
 2005, 3, 13, 12,452,66,684,87,3.4,0,0.0,1.6,71
 2005, 3, 13, 13,476,64,721,86,4.1,0,0.0,2.4,69
 2005, 3, 13, 14,450,66,681,88,4.7,0,0.0,2.4,66
 2005, 3, 13, 15,399,62,612,86,4.9,0,0.0,2.9,64
 2005, 3, 13, 16,309,53,477,73,4.9,0,0.0,2.9,66
 2005, 3, 13, 17,189,41,296,55,4.5,0,0.0,3.2,69
 2005, 3, 13, 18,69,27,111,35,3.8,0,0.0,2.9,71
 2005, 3, 13, 19,0,0,0,0,3.0,0,0.0,3.7,73
 2005, 3, 13, 20,0,0,0,0,2.4,0,0.0,5.6,81
 2005, 3, 13, 21,0,0,0,0,1.9,0,0.0,5.3,81
 2005, 3, 13, 22,0,0,0,0,1.3,0,0.0,7.1,83
 2005, 3, 13, 23,0,0,0,0,0.8,0,0.0,5.6,89
 2005, 3, 13, 24,0,0,0,0,0.3,0,0.0,6.7,90
 2005, 3, 14, 1,0,0,0,0,-0.2,0,0.0,4.5,94
 2005, 3, 14, 2,0,0,0,0,-0.7,0,0.0,6.3,94
 2005, 3, 14, 3,0,0,0,0,-1.2,0,0.0,7.4,96
 2005, 3, 14, 4,0,0,0,0,-1.4,0,0.0,4.9,96
 2005, 3, 14, 5,0,0,0,0,-1.7,0,0.0,2.9,95
 2005, 3, 14, 6,0,0,0,0,-1.9,0,0.0,2.5,94
 2005, 3, 14, 7,0,0,0,0,-1.9,0,0.0,2.2,95
 2005, 3, 14, 8,45,36,57,42,-1.5,0,0.0,2.4,92
 2005, 3, 14, 9,179,80,255,97,-0.4,0,0.0,5.3,88
 2005, 3, 14, 10,266,100,382,124,0.6,0,0.0,5.3,86
 2005, 3, 14, 11,337,139,478,173,1.5,0,0.0,6.3,82
 2005, 3, 14, 12,347,192,462,225,2.2,0,0.0,6.0,84
 2005, 3, 14, 13,371,189,501,222,2.7,0,0.0,4.5,79
 2005, 3, 14, 14,381,184,529,226,3.1,0,0.0,4.5,82
 2005, 3, 14, 15,398,111,589,146,3.4,0,0.0,2.7,82
 2005, 3, 14, 16,298,57,453,78,3.5,0,0.0,2.6,84
 2005, 3, 14, 17,170,60,254,76,3.1,0,0.0,3.2,88
 2005, 3, 14, 18,68,40,98,48,2.5,0,0.0,4.0,87
 2005, 3, 14, 19,1,1,1,1,1.8,0,0.0,2.9,90
 2005, 3, 14, 20,0,0,0,0,1.6,0,0.0,4.0,97
 2005, 3, 14, 21,0,0,0,0,1.3,0,0.0,4.5,96
 2005, 3, 14, 22,0,0,0,0,1.1,0,0.0,6.3,92
 2005, 3, 14, 23,0,0,0,0,0.8,0,0.0,4.9,92
 2005, 3, 14, 24,0,0,0,0,0.6,0,0.0,6.3,93
 2005, 3, 15, 1,0,0,0,0,0.6,0,0.0,5.3,90
 2005, 3, 15, 2,0,0,0,0,0.5,0,0.0,6.0,93
 2005, 3, 15, 3,0,0,0,0,0.5,0,0.0,7.4,97
 2005, 3, 15, 4,0,0,0,0,0.4,0,0.0,8.2,99
 2005, 3, 15, 5,0,0,0,0,0.4,0,0.0,7.4,98
 2005, 3, 15, 6,0,0,0,0,0.4,0,0.0,7.1,99
 2005, 3, 15, 7,0,0,1,1,0.4,0,0.0,4.9,97
 2005, 3, 15, 8,42,38,48,40,1.0,0,0.0,4.0,92
 2005, 3, 15, 9,71,71,68,68,1.3,0,0.2,3.7,92
 2005, 3, 15, 10,166,145,185,152,2.2,0,0.0,4.9,82
 2005, 3, 15, 11,154,152,154,150,2.6,0,0.0,4.5,79
 2005, 3, 15, 12,260,219,298,235,3.4,0,0.0,3.5,77
 2005, 3, 15, 13,300,246,350,267,4.1,0,0.0,2.7,75
 2005, 3, 15, 14,342,199,452,232,4.7,0,0.0,5.6,75
 2005, 3, 15, 15,316,159,425,184,5.2,0,0.0,4.9,72
 2005, 3, 15, 16,215,139,277,160,5.2,0,0.0,4.9,77
 2005, 3, 15, 17,191,72,278,89,5.3,0,0.0,5.6,79
 2005, 3, 15, 18,71,34,107,42,4.9,0,0.0,5.6,79
 2005, 3, 15, 19,1,1,1,1,4.3,0,0.0,6.3,85
 2005, 3, 15, 20,0,0,0,0,4.0,0,0.0,5.3,87
 2005, 3, 15, 21,0,0,0,0,3.7,0,0.0,7.4,86
 2005, 3, 15, 22,0,0,0,0,3.3,0,0.0,7.1,90
 2005, 3, 15, 23,0,0,0,0,3.0,0,0.0,5.6,92
 2005, 3, 15, 24,0,0,0,0,2.7,0,0.0,4.5,92
 2005, 3, 16, 1,0,0,0,0,2.4,0,0.0,7.1,92
 2005, 3, 16, 2,0,0,0,0,2.0,0,0.0,6.7,92
 2005, 3, 16, 3,0,0,0,0,1.6,0,0.0,8.2,95
 2005, 3, 16, 4,0,0,0,0,1.5,0,0.0,6.7,93
 2005, 3, 16, 5,0,0,0,0,1.3,0,0.0,5.6,96
 2005, 3, 16, 6,0,0,0,0,1.2,0,0.0,6.0,95
 2005, 3, 16, 7,0,0,0,0,1.2,0,0.0,4.0,96
 2005, 3, 16, 8,6,6,5,5,1.2,0,0.0,5.3,90
 2005, 3, 16, 9,15,15,14,14,1.3,0,0.0,7.4,95
 2005, 3, 16, 10,111,111,109,109,1.9,0,0.0,6.7,91
 2005, 3, 16, 11,186,172,203,181,2.6,0,0.0,9.8,87
 2005, 3, 16, 12,522,206,731,251,4.3,0,0.0,8.2,78
 2005, 3, 16, 13,386,226,508,265,5.1,0,0.0,7.7,76
 2005, 3, 16, 14,289,228,348,255,5.4,0,0.0,7.7,73
 2005, 3, 16, 15,321,175,425,203,5.8,0,0.0,6.0,72
 2005, 3, 16, 16,263,109,370,134,5.9,0,0.0,5.6,74
 2005, 3, 16, 17,155,82,212,98,5.7,0,0.0,5.3,74
 2005, 3, 16, 18,79,50,107,59,5.3,0,0.0,4.5,75
 2005, 3, 16, 19,1,1,1,1,4.7,0,0.0,5.3,73
 2005, 3, 16, 20,0,0,0,0,4.3,0,0.0,6.7,76
 2005, 3, 16, 21,0,0,0,0,3.8,0,0.0,4.5,73
 2005, 3, 16, 22,0,0,0,0,3.4,0,0.0,3.7,75
 2005, 3, 16, 23,0,0,0,0,2.9,0,0.0,4.9,77
 2005, 3, 16, 24,0,0,0,0,2.5,0,0.0,5.6,76
 2005, 3, 17, 1,0,0,0,0,2.1,0,0.0,3.7,79
 2005, 3, 17, 2,0,0,0,0,1.6,0,0.0,2.9,85
 2005, 3, 17, 3,0,0,0,0,1.1,0,0.0,3.2,87
 2005, 3, 17, 4,0,0,0,0,0.8,0,0.0,2.5,87
 2005, 3, 17, 5,0,0,0,0,0.6,0,0.0,1.7,84
 2005, 3, 17, 6,0,0,0,0,0.4,0,0.0,1.2,85
 2005, 3, 17, 7,1,1,1,1,0.4,0,0.0,0.9,87
 2005, 3, 17, 8,65,42,87,50,1.0,0,0.0,1.3,84
 2005, 3, 17, 9,158,86,213,102,1.9,0,0.0,1.8,84
 2005, 3, 17, 10,256,123,351,149,2.8,0,0.0,2.1,82
 2005, 3, 17, 11,343,149,477,183,3.7,0,0.0,3.5,76
 2005, 3, 17, 12,397,181,548,222,4.5,0,0.0,2.5,72
 2005, 3, 17, 13,417,186,578,229,5.1,0,0.0,2.9,68
 2005, 3, 17, 14,385,175,532,216,5.5,0,0.0,4.0,67
 2005, 3, 17, 15,313,166,415,192,5.6,0,0.0,2.9,65
 2005, 3, 17, 16,235,130,309,148,5.5,0,0.0,3.2,65
 2005, 3, 17, 17,138,103,165,112,5.1,0,0.0,2.7,72
 2005, 3, 17, 18,49,42,55,45,4.4,0,0.0,3.2,72
 2005, 3, 17, 19,0,0,0,0,3.7,0,0.0,2.5,77
 2005, 3, 17, 20,0,0,0,0,3.6,0,0.0,2.0,81
 2005, 3, 17, 21,0,0,0,0,3.4,0,0.0,2.0,82
 2005, 3, 17, 22,0,0,0,0,3.3,0,0.0,2.2,79
 2005, 3, 17, 23,0,0,0,0,3.1,0,0.0,1.8,80
 2005, 3, 17, 24,0,0,0,0,3.0,0,0.0,2.4,78
 2005, 3, 18, 1,0,0,0,0,3.0,0,0.0,2.9,79
 2005, 3, 18, 2,0,0,0,0,3.0,0,0.0,5.3,80
 2005, 3, 18, 3,0,0,0,0,3.0,0,0.0,5.3,82
 2005, 3, 18, 4,0,0,0,0,3.1,0,0.0,6.3,82
 2005, 3, 18, 5,0,0,0,0,3.1,0,0.0,6.7,81
 2005, 3, 18, 6,0,0,0,0,3.1,0,0.0,6.7,82
 2005, 3, 18, 7,1,1,1,1,3.1,0,0.0,5.6,81
 2005, 3, 18, 8,57,49,65,52,3.8,0,0.0,4.2,75
 2005, 3, 18, 9,130,109,146,114,4.6,0,0.0,3.7,73
 2005, 3, 18, 10,222,173,265,191,5.6,0,0.0,4.0,73
 2005, 3, 18, 11,274,221,318,238,6.5,0,0.0,2.0,70
 2005, 3, 18, 12,318,250,383,281,7.2,0,0.0,1.7,69
 2005, 3, 18, 13,277,243,312,261,7.6,0,0.0,1.8,69
 2005, 3, 18, 14,271,237,306,255,7.9,0,0.0,0.7,67
 2005, 3, 18, 15,232,204,259,218,8.0,0,0.0,0.6,66
 2005, 3, 18, 16,178,157,197,166,7.8,0,0.8,0.6,82
 2005, 3, 18, 17,108,98,117,101,7.6,0,0.0,0.3,68
 2005, 3, 18, 18,38,38,37,37,7.1,0,0.0,0.2,71
 2005, 3, 18, 19,1,1,1,1,6.5,0,0.2,0.8,85
 2005, 3, 18, 20,0,0,0,0,6.4,0,0.0,1.2,85
 2005, 3, 18, 21,0,0,0,0,6.2,0,0.0,1.3,85
 2005, 3, 18, 22,0,0,0,0,6.0,0,0.0,1.4,85
 2005, 3, 18, 23,0,0,0,0,5.9,0,0.0,1.4,85
 2005, 3, 18, 24,0,0,0,0,5.7,0,0.0,0.9,85
 2005, 3, 19, 1,0,0,0,0,5.5,0,0.0,1.2,85
 2005, 3, 19, 2,0,0,0,0,5.3,0,0.0,1.8,85
 2005, 3, 19, 3,0,0,0,0,5.1,0,0.0,1.4,87
 2005, 3, 19, 4,0,0,0,0,5.1,0,0.0,1.8,90
 2005, 3, 19, 5,0,0,0,0,5.0,0,0.0,1.6,88
 2005, 3, 19, 6,0,0,0,0,4.9,0,0.0,1.3,86
 2005, 3, 19, 7,4,4,4,4,5.0,0,0.0,1.1,86
 2005, 3, 19, 8,102,62,131,71,6.0,0,0.0,1.1,80
 2005, 3, 19, 9,191,98,255,115,7.0,0,0.0,2.1,75
 2005, 3, 19, 10,211,158,252,173,7.6,0,0.0,1.6,74
 2005, 3, 19, 11,476,185,657,223,9.0,0,0.0,0.9,65
 2005, 3, 19, 12,316,232,385,259,9.4,0,0.0,0.9,65
 2005, 3, 19, 13,274,233,310,249,9.6,0,0.0,1.3,63
 2005, 3, 19, 14,404,214,531,249,10.1,0,0.0,1.3,63
 2005, 3, 19, 15,230,194,258,205,10.0,0,0.0,1.8,61
 2005, 3, 19, 16,81,81,77,77,9.5,0,0.0,1.6,66
 2005, 3, 19, 17,44,44,42,42,8.9,0,0.0,2.0,64
 2005, 3, 19, 18,7,7,6,6,8.3,0,0.0,2.4,62
 2005, 3, 19, 19,1,1,1,1,7.8,0,0.0,4.2,62
 2005, 3, 19, 20,0,0,0,0,7.4,0,0.0,4.0,65
 2005, 3, 19, 21,0,0,0,0,7.0,0,0.0,2.9,64
 2005, 3, 19, 22,0,0,0,0,6.6,0,0.0,4.9,65
 2005, 3, 19, 23,0,0,0,0,6.1,0,0.0,4.2,68
 2005, 3, 19, 24,0,0,0,0,5.7,0,0.0,2.7,69
 2005, 3, 20, 1,0,0,0,0,5.2,0,0.0,2.5,73
 2005, 3, 20, 2,0,0,0,0,4.7,0,0.0,3.5,76
 2005, 3, 20, 3,0,0,0,0,4.2,0,0.0,4.9,77
 2005, 3, 20, 4,0,0,0,0,3.9,0,0.0,5.3,78
 2005, 3, 20, 5,0,0,0,0,3.6,0,0.0,4.5,81
 2005, 3, 20, 6,0,0,0,0,3.4,0,0.0,3.5,81
 2005, 3, 20, 7,3,3,2,2,3.4,0,0.0,2.2,84
 2005, 3, 20, 8,74,50,91,55,4.2,0,0.0,4.0,83
 2005, 3, 20, 9,161,117,192,127,5.1,0,0.0,6.3,82
 2005, 3, 20, 10,259,139,337,159,6.0,0,0.0,4.2,76
 2005, 3, 20, 11,333,177,434,204,6.9,0,0.0,4.9,76
 2005, 3, 20, 12,405,183,553,225,7.8,0,0.0,4.9,70
 2005, 3, 20, 13,437,176,605,217,8.5,0,0.0,3.2,68
 2005, 3, 20, 14,405,179,554,219,8.9,0,0.0,2.7,62
 2005, 3, 20, 15,343,169,452,195,9.1,0,0.0,1.7,62
 2005, 3, 20, 16,289,111,400,134,9.1,0,0.0,2.0,60
 2005, 3, 20, 17,171,82,230,97,8.7,0,0.0,1.4,62
 2005, 3, 20, 18,62,52,71,55,8.1,0,0.0,1.6,66
 2005, 3, 20, 19,1,1,1,1,7.4,0,0.0,2.4,72
 2005, 3, 20, 20,0,0,0,0,6.7,0,0.0,2.2,77
 2005, 3, 20, 21,0,0,0,0,6.1,0,0.0,1.7,80
 2005, 3, 20, 22,0,0,0,0,5.4,0,0.0,2.1,87
 2005, 3, 20, 23,0,0,0,0,4.8,0,0.0,2.6,92
 2005, 3, 20, 24,0,0,0,0,4.1,0,0.0,2.7,93
 2005, 3, 21, 1,0,0,0,0,3.6,0,0.0,2.4,99
 2005, 3, 21, 2,0,0,0,0,3.0,0,0.0,2.0,100
 2005, 3, 21, 3,0,0,0,0,2.4,0,0.0,3.2,100
 2005, 3, 21, 4,0,0,0,0,2.1,0,0.0,2.7,100
 2005, 3, 21, 5,0,0,0,0,1.8,0,0.0,2.0,100
 2005, 3, 21, 6,0,0,0,0,1.6,0,0.0,2.4,100
 2005, 3, 21, 7,4,4,4,4,1.6,0,0.0,2.2,100
 2005, 3, 21, 8,105,40,144,48,2.6,0,0.0,2.1,93
 2005, 3, 21, 9,229,53,328,68,3.8,0,0.0,2.4,89
 2005, 3, 21, 10,350,60,508,80,5.1,0,0.0,2.5,82
 2005, 3, 21, 11,440,77,638,103,6.2,0,0.0,2.2,78
 2005, 3, 21, 12,466,124,667,163,7.0,0,0.0,1.8,72
 2005, 3, 21, 13,473,131,676,172,7.6,0,0.0,2.1,71
 2005, 3, 21, 14,435,155,604,192,7.9,0,0.0,2.7,71
 2005, 3, 21, 15,369,159,502,193,8.0,0,0.0,4.9,72
 2005, 3, 21, 16,282,126,381,151,7.8,0,0.0,4.5,76
 2005, 3, 21, 17,183,89,243,105,7.4,0,0.0,4.9,78
 2005, 3, 21, 18,76,48,96,55,6.6,0,0.0,6.3,82
 2005, 3, 21, 19,1,1,1,1,5.8,0,0.0,9.1,84
 2005, 3, 21, 20,0,0,0,0,5.4,0,0.0,9.1,89
 2005, 3, 21, 21,0,0,0,0,5.1,0,0.0,12.9,90
 2005, 3, 21, 22,0,0,0,0,4.7,0,0.0,12.9,90
 2005, 3, 21, 23,0,0,0,0,4.3,0,0.0,11.8,89
 2005, 3, 21, 24,0,0,0,0,4.0,0,0.0,12.9,90
 2005, 3, 22, 1,0,0,0,0,3.9,0,0.0,10.4,83
 2005, 3, 22, 2,0,0,0,0,3.7,0,0.0,9.1,85
 2005, 3, 22, 3,0,0,0,0,3.6,0,0.0,9.1,90
 2005, 3, 22, 4,0,0,0,0,3.6,0,0.0,7.7,89
 2005, 3, 22, 5,0,0,0,0,3.5,0,0.0,6.0,91
 2005, 3, 22, 6,0,0,0,0,3.4,0,0.0,4.9,92
 2005, 3, 22, 7,2,2,2,2,3.5,0,0.0,4.5,94
 2005, 3, 22, 8,43,43,41,41,3.9,0,0.0,6.0,93
 2005, 3, 22, 9,93,93,91,91,4.5,0,0.0,5.6,95
 2005, 3, 22, 10,148,145,149,143,5.1,0,0.0,6.0,97
 2005, 3, 22, 11,192,185,195,185,5.6,0,0.0,6.3,99
 2005, 3, 22, 12,204,198,207,198,6.1,0,0.0,6.3,93
 2005, 3, 22, 13,210,204,212,203,6.3,0,0.2,4.0,94
 2005, 3, 22, 14,206,200,208,200,6.6,0,0.1,3.5,95
 2005, 3, 22, 15,165,163,164,161,6.7,0,0.0,3.5,91
 2005, 3, 22, 16,134,133,133,131,6.6,0,0.3,2.7,94
 2005, 3, 22, 17,84,84,82,82,6.4,0,0.1,4.5,92
 2005, 3, 22, 18,34,34,33,33,6.1,0,0.0,4.2,92
 2005, 3, 22, 19,1,1,1,1,5.7,0,0.2,4.9,95
 2005, 3, 22, 20,0,0,0,0,5.3,0,0.9,4.5,93
 2005, 3, 22, 21,0,0,0,0,5.2,0,0.4,3.5,92
 2005, 3, 22, 22,0,0,0,0,5.0,0,0.6,2.7,91
 2005, 3, 22, 23,0,0,0,0,4.6,0,1.5,2.6,96
 2005, 3, 22, 24,0,0,0,0,4.0,0,3.5,2.4,96
 2005, 3, 23, 1,0,0,0,0,4.3,0,1.1,2.2,95
 2005, 3, 23, 2,0,0,0,0,4.3,0,0.0,3.2,98
 2005, 3, 23, 3,0,0,0,0,4.1,0,0.1,3.2,95
 2005, 3, 23, 4,0,0,0,0,3.9,0,0.9,4.2,97
 2005, 3, 23, 5,0,0,0,0,3.9,0,0.5,4.2,97
 2005, 3, 23, 6,0,0,0,0,3.8,0,0.7,3.7,97
 2005, 3, 23, 7,2,2,2,2,3.9,0,0.0,4.5,98
 2005, 3, 23, 8,34,34,32,32,4.3,0,0.0,3.5,98
 2005, 3, 23, 9,84,84,81,81,4.8,0,0.0,4.2,95
 2005, 3, 23, 10,121,121,118,118,5.2,0,0.1,3.5,91
 2005, 3, 23, 11,168,166,167,164,5.7,0,0.3,3.7,85
 2005, 3, 23, 12,199,195,200,194,6.2,0,0.2,7.1,85
 2005, 3, 23, 13,189,187,189,185,6.5,0,0.3,6.3,85
 2005, 3, 23, 14,182,180,181,178,6.7,0,0.0,6.0,76
 2005, 3, 23, 15,170,168,169,166,6.8,0,0.0,6.3,74
 2005, 3, 23, 16,149,146,149,144,6.9,0,0.1,6.7,74
 2005, 3, 23, 17,86,86,83,83,6.7,0,0.2,8.2,85
 2005, 3, 23, 18,41,41,40,40,6.4,0,0.4,6.3,85
 2005, 3, 23, 19,1,1,1,1,6.1,0,0.1,6.7,85
 2005, 3, 23, 20,0,0,0,0,5.3,0,1.9,4.9,89
 2005, 3, 23, 21,0,0,0,0,4.7,0,2.7,4.9,88
 2005, 3, 23, 22,0,0,0,0,3.7,0,5.7,3.5,93
 2005, 3, 23, 23,0,0,0,0,4.2,0,1.4,2.9,89
 2005, 3, 23, 24,0,0,0,0,3.9,0,0.6,2.2,85
 2005, 3, 24, 1,0,0,0,0,3.6,0,0.0,1.6,93
 2005, 3, 24, 2,0,0,0,0,3.2,0,0.1,1.4,93
 2005, 3, 24, 3,0,0,0,0,2.8,0,0.0,1.6,94
 2005, 3, 24, 4,0,0,0,0,2.6,0,0.0,0.9,95
 2005, 3, 24, 5,0,0,0,0,2.3,0,0.0,0.7,98
 2005, 3, 24, 6,0,0,0,0,2.2,0,0.0,1.3,94
 2005, 3, 24, 7,3,3,3,3,2.2,0,0.0,1.4,95
 2005, 3, 24, 8,52,52,50,50,2.7,0,0.0,2.0,94
 2005, 3, 24, 9,110,108,109,106,3.2,0,0.2,2.2,89
 2005, 3, 24, 10,181,171,185,171,3.6,0,1.2,2.7,89
 2005, 3, 24, 11,246,221,270,234,4.5,0,0.0,4.0,85
 2005, 3, 24, 12,267,249,279,253,4.9,0,0.0,3.5,78
 2005, 3, 24, 13,259,246,268,249,5.2,0,0.0,3.5,74
 2005, 3, 24, 14,205,201,207,200,5.3,0,0.0,3.7,69
 2005, 3, 24, 15,191,184,193,183,5.4,0,0.0,5.3,73
 2005, 3, 24, 16,144,141,144,140,5.3,0,0.0,6.0,72
 2005, 3, 24, 17,91,91,88,88,5.0,0,0.0,8.6,73
 2005, 3, 24, 18,37,37,35,35,4.6,0,0.0,7.4,72
 2005, 3, 24, 19,1,1,1,1,4.2,0,0.0,4.2,74
 2005, 3, 24, 20,0,0,0,0,3.8,0,0.0,3.7,77
 2005, 3, 24, 21,0,0,0,0,3.4,0,0.0,2.7,74
 2005, 3, 24, 22,0,0,0,0,3.0,0,0.0,2.4,71
 2005, 3, 24, 23,0,0,0,0,2.6,0,0.0,2.2,74
 2005, 3, 24, 24,0,0,0,0,2.2,0,0.0,2.0,75
 2005, 3, 25, 1,0,0,0,0,1.9,0,0.0,2.4,78
 2005, 3, 25, 2,0,0,0,0,1.6,0,0.0,3.5,77
 2005, 3, 25, 3,0,0,0,0,1.3,0,0.0,6.0,77
 2005, 3, 25, 4,0,0,0,0,1.2,0,0.0,5.6,76
 2005, 3, 25, 5,0,0,0,0,1.0,0,0.0,3.5,75
 2005, 3, 25, 6,0,0,0,0,0.9,0,0.0,2.7,78
 2005, 3, 25, 7,8,8,8,8,1.1,0,0.0,2.7,76
 2005, 3, 25, 8,102,59,126,67,2.2,0,0.0,3.2,73
 2005, 3, 25, 9,196,104,245,116,3.3,0,0.0,3.7,72
 2005, 3, 25, 10,308,137,407,163,4.5,0,0.0,3.7,65
 2005, 3, 25, 11,392,165,526,200,5.7,0,0.0,5.3,63
 2005, 3, 25, 12,412,219,531,253,6.5,0,0.0,4.0,58
 2005, 3, 25, 13,402,255,506,295,7.1,0,0.0,4.5,60
 2005, 3, 25, 14,508,148,707,189,7.8,0,0.0,4.9,58
 2005, 3, 25, 15,459,76,652,101,8.3,0,0.0,3.7,54
 2005, 3, 25, 16,374,58,529,78,8.4,0,0.0,5.6,52
 2005, 3, 25, 17,263,45,364,57,8.2,0,0.0,6.3,57
 2005, 3, 25, 18,126,33,167,39,7.5,0,0.0,5.3,59
 2005, 3, 25, 19,7,7,7,7,6.6,0,0.0,3.2,62
 2005, 3, 25, 20,0,0,0,0,6.0,0,0.0,2.2,69
 2005, 3, 25, 21,0,0,0,0,5.5,0,0.0,2.0,75
 2005, 3, 25, 22,0,0,0,0,4.9,0,0.0,2.4,76
 2005, 3, 25, 23,0,0,0,0,4.3,0,0.0,2.4,80
 2005, 3, 25, 24,0,0,0,0,3.8,0,0.0,1.6,81
 2005, 3, 26, 1,0,0,0,0,3.3,0,0.0,2.6,82
 2005, 3, 26, 2,0,0,0,0,2.8,0,0.0,2.6,87
 2005, 3, 26, 3,0,0,0,0,2.2,0,0.0,2.7,90
 2005, 3, 26, 4,0,0,0,0,1.9,0,0.0,3.2,94
 2005, 3, 26, 5,0,0,0,0,1.7,0,0.0,4.0,95
 2005, 3, 26, 6,0,0,0,0,1.4,0,0.0,4.9,100
 2005, 3, 26, 7,10,10,10,10,1.6,0,0.0,4.9,99
 2005, 3, 26, 8,148,75,182,84,3.0,0,0.0,5.3,95
 2005, 3, 26, 9,197,118,241,130,3.8,0,0.0,6.3,90
 2005, 3, 26, 10,295,169,369,191,4.6,0,0.0,8.6,80
 2005, 3, 26, 11,483,126,671,161,5.9,0,0.0,7.7,78
 2005, 3, 26, 12,546,167,753,210,7.0,0,0.0,9.1,78
 2005, 3, 26, 13,276,243,304,257,6.9,0,0.0,10.4,74
 2005, 3, 26, 14,348,261,414,289,7.1,0,0.0,10.4,72
 2005, 3, 26, 15,380,207,483,236,7.2,0,0.0,11.4,71
 2005, 3, 26, 16,209,170,232,177,6.9,0,0.0,9.1,70
 2005, 3, 26, 17,97,97,95,95,6.2,0,0.0,9.8,71
 2005, 3, 26, 18,63,57,65,56,5.5,0,0.0,9.8,72
 2005, 3, 26, 19,4,4,4,4,4.8,0,0.0,6.0,75
 2005, 3, 26, 20,0,0,0,0,4.6,0,0.0,6.3,82
 2005, 3, 26, 21,0,0,0,0,4.4,0,0.0,7.1,85
 2005, 3, 26, 22,0,0,0,0,4.2,0,0.0,8.2,88
 2005, 3, 26, 23,0,0,0,0,3.9,0,0.0,6.0,91
 2005, 3, 26, 24,0,0,0,0,3.7,0,0.0,5.6,94
 2005, 3, 27, 1,0,0,0,0,3.7,0,0.0,4.5,97
 2005, 3, 27, 2,0,0,0,0,3.7,0,0.0,3.5,98
 2005, 3, 27, 3,0,0,0,0,3.7,0,0.0,4.2,97
